city,title,location,rating,room_type,price,guests,beds,bathrooms
LA,Charming Beverly Hills Spanish Guest House,Beverly Hills,4.88,Entire guesthouse,97.00,3.00,2.00,1.00
LA,Designer Downtown LA Apartment,Downtown,4.82,Entire apartment,139.00,6.00,3.00,1.00
LA,House with Pool and Spa By Venice Beach!!,Mar Vista,4.80,Entire house,235.00,6.00,4.00,1.00
LA,Venice Original Private Guest House,Venice,4.91,Entire guesthouse,150.00,4.00,1.00,1.00
LA,Dine under the Stars at a Minimal-chic West Hollywood Haven,West Hollywood,4.88,Entire bungalow,252.00,6.00,3.00,1.00
LA,LA Hideaway,East Los Angeles,4.80,Entire guesthouse,48.00,2.00,1.00,1.00
LA,The Olympic Pearl Villa,Beverly Hills,4.53,Entire villa,1024.00,16.00,5.00,2.00
LA,Brand New Stunning Modern in Hollywood Hills!!!,Cahuenga Pass,4.81,Entire house,531.00,12.00,6.00,3.00
LA,Amazing Hollywood loft,Hollywood,4.86,Entire loft,99.00,3.00,2.00,1.00
LA,Rustic Studio Loft Backhouse,Long Beach,4.73,Entire guesthouse,75.00,4.00,3.00,1.00
LA,"Private LA Guesthouse with Pool, Mediterranean Garden & View",South Pasadena,4.96,Entire guesthouse,125.00,2.00,1.00,1.00
LA,Private Mid-Century Inspired Guesthouse,Mid-Wilshire,4.92,Entire guesthouse,125.00,2.00,2.00,1.00
LA,HOLLYWOOD Bungalow RT ON THE POOL!!,Hollywood,3.81,Entire apartment,41.00,4.00,1.00,1.00
LA,Discover Beaches from a Quiet Immaculate Apartment near LAX,Hawthorne,4.96,Entire apartment,129.00,2.00,1.00,1.00
LA,AMAZING HOLLYWOOD HILLS VIEWS BY UNIVERSAL STUDIOS,Hollywood Hills,4.42,Entire house,395.00,10.00,5.00,2.00
LA,Fantastic Apartment Central to West LA and Venice,Palms,4.80,Entire apartment,60.00,4.00,1.00,1.00
LA,Charming Pool House with Hot Tub,Long Beach,4.75,Entire guesthouse,124.00,2.00,1.00,1.00
LA,Private Designer Guest Suite,Silver Lake,4.85,Entire guest suite,73.00,2.00,1.00,1.00
LA,"Stylish, Newly-Renovated Home in Hollywood",Hollywood,4.95,Entire house,111.00,5.00,2.00,2.00
LA,Hollywood Hills Gem & Amazing Views,Laurel Canyon,4.48,Entire house,970.00,6.00,2.00,2.50
LA,Aloha to Zen Venice Beach Heated Saltwater Pool & Two Baths,Mar Vista,4.96,Entire guesthouse,289.00,4.00,2.00,2.00
LA,The Olympic Pearl Villa,Beverly Hills,4.53,Entire villa,1199.00,16.00,5.00,2.00
LA,"BEACH Lg Hm w/ POOL & HotTub, BEACHES, Local Town!",El Segundo,4.36,Entire house,346.00,8.00,8.00,4.00
LA,Private Loft In the Hollywood Hills (by Universal),Cahuenga Pass,4.87,Entire guest suite,88.00,3.00,1.00,1.00
LA,Guest Quarters @ the Hollywood Sign,Hollywood Hills,4.90,Entire house,110.00,2.00,1.00,1.00
LA,Hidden Long Beach Cottage With Private Patio and Ocean Air,Long Beach,4.93,Entire cottage,117.00,4.00,2.00,1.00
LA,O'Leary's Cabin on the Historic Rivergate Estate with Pool,Glendale,4.85,Barn,179.00,4.00,1.00,1.00
LA,"Artist's Cabin, Clean, Quiet, WiFi, Parks &Trails.",Topanga,4.87,Tiny house,100.00,2.00,1.00,1.00
LA,LUXE | Private&Gated Home in Windsor Hills|LA best,South LA,4.99,Entire house,189.00,10.00,5.00,2.00
LA,Hollista,Hollywood,4.90,Entire house,150.00,4.00,2.00,2.00
LA,Fantastic Apartment Central to West LA and Venice,Palms,4.80,Entire apartment,80.00,4.00,1.00,1.00
LA,"""The Hideaway"" Private Studio",Echo Park,4.54,Entire guest suite,70.00,4.00,3.00,1.00
LA,Spectacular Home With Breath Taking View,Laurel Canyon,4.81,Entire villa,974.00,10.00,5.00,4.00
LA,Kua ulina,Silver Lake,4.93,Entire apartment,155.00,5.00,4.00,2.00
LA,European Style Casita in Topanga,Topanga,4.74,Entire guesthouse,85.00,2.00,1.00,1.50
LA,Private Designer Guest Suite,Silver Lake,4.85,Entire guest suite,73.00,2.00,1.00,1.00
LA,Luxury DOWNTOWN LosAngeles Apartment BEST LOCATION,Westlake,4.83,Entire apartment,99.00,4.00,3.00,1.00
LA,Romantic Guesthouse with a Private Yard in Westwood,Westside,4.99,Entire guesthouse,130.00,3.00,1.00,1.00
LA,"2 Bedrooms + Free 2 Car Parkings, Hollywood",Hollywood,4.61,Entire guest suite,95.00,4.00,2.00,1.00
LA,The Crow's Nest: Urban Cabin,Highland Park,4.98,Entire cabin,99.00,2.00,1.00,1.00
LA,Airy Urban Loft in Historic LA,Lincoln Heights,4.87,Entire loft,115.00,3.00,2.00,1.00
LA,Charming Downtown Craftsman Minutes to Parks and Beaches,Long Beach,4.79,Entire apartment,77.00,2.00,1.00,1.00
LA,Modern Hollywood Hills Home Pool Lake & Sign Views,Hollywood Hills,4.89,Entire house,895.00,10.00,10.00,2.50
LA,Tranquil Guesthouse Oasis with a Hot Tub,Culver City,4.92,Entire guesthouse,135.00,3.00,1.00,1.00
LA,Venice Vibes In A Private Cottage With Separate Entrance,Venice,4.98,Entire bungalow,119.00,2.00,1.00,1.00
LA,The Masterpiece Beverly Hills Gated Mansion,Bel Air/Beverly Crest,4.71,Entire villa,2495.00,16.00,7.00,5.00
LA,Beautiful penthouse with amazing view,Cahuenga Pass,4.75,Entire house,159.00,5.00,2.00,1.50
LA,Private Designer Guest Suite,Silver Lake,4.85,Entire guest suite,73.00,2.00,1.00,1.00
LA,Luxury DOWNTOWN LosAngeles Apartment BEST LOCATION,Westlake,4.83,Entire apartment,99.00,4.00,3.00,1.00
LA,New Craftsman-Style Studio in a Historic Area,Mid-City,4.94,Entire bungalow,99.00,3.00,2.00,1.00
LA,Tiny space with a View,Del Rey,4.80,Tiny house,109.00,2.00,1.00,1.00
LA,Bright Updated Venice Beach House,Venice,4.69,Entire bungalow,230.00,5.00,2.00,1.00
LA,Beachfront Oceanview Malibu House 1 bdr | 4 sleeps,Malibu,4.59,Entire house,284.00,4.00,2.00,1.00
LA,Comfy LA LA LAND Home w/ Private Entrance & Bath!,Mid-Wilshire,4.87,Entire house,85.00,2.00,1.00,1.00
LA,Topanga Mountain Wonderland Cottage,Topanga,4.69,Entire cottage,115.00,4.00,2.00,1.00
LA,*HUGE & FUN LOFT* with pool table in Los Angeles.,Downtown,4.67,Entire apartment,110.00,10.00,5.00,1.00
LA,Bike to the Beach from an Airstream with a Hot Tub,Culver City,4.79,Camper/RV,165.00,2.00,1.00,1.00
LA,"Stylish Craftsman Minutes to Downtown, Beach & Parks",Long Beach,4.78,Entire apartment,119.00,4.00,2.00,1.00
LA,Cozy Garden Guest Suite Los Angeles,Mid-Wilshire,4.99,Entire house,125.00,3.00,2.00,1.00
LA,Secluded House with Private Yard & Deck in the Heart of Hollywood,Hollywood,4.98,Entire house,199.00,6.00,3.00,1.00
LA,"Canyon Romance at the ""Birdhouse"".",Topanga,4.84,Entire cottage,141.00,4.00,2.00,1.00
LA,L.A. Hillside retreat,Mount Washington,4.80,Private room,36.00,2.00,1.00,1.00
LA,VIEWS for Days: Epic 1 Bedroom Over Downtown LA!,East Los Angeles,4.63,Entire apartment,72.00,2.00,1.00,1.00
LA,Beautiful Ocean Front Beach House D,Malibu,4.21,Entire house,980.00,5.00,5.00,2.00
LA,Sophisticated Long Beach Suite with Patio Dining and Parking,Long Beach,4.94,Entire apartment,115.00,4.00,2.00,1.00
LA,Room in Hillside Home with Skyline Views,Laurel Canyon,4.93,Private room,175.00,2.00,1.00,1.00
LA,Secluded House with Private Yard & Deck in the Heart of Hollywood,Hollywood,4.98,Entire house,199.00,6.00,3.00,1.00
LA,The Secret Venice Garden Guest Suite,Venice,4.93,Entire guest suite,127.00,2.00,1.00,1.00
LA,Beachfront Oceanview Malibu House 1 bdr | 4 sleeps,Malibu,4.59,Entire house,412.00,4.00,2.00,1.00
LA,Urban Retreat,El Sereno,4.97,Entire guesthouse,82.00,2.00,1.00,1.00
LA,Los Angeles Studio Walk Downtown LA,Lincoln Heights,4.51,Entire apartment,56.00,2.00,1.00,1.00
LA,HUGE 3BR/2.5BA Central to EVERYTHING,Silver Lake,4.68,Entire house,300.00,16.00,8.00,2.50
LA,Pool View Next to Staples / Convention Center DTLA,Westlake,4.50,Entire apartment,116.00,5.00,2.00,1.00
LA,"Cozy, Colorful Haven in Los Angeles",El Sereno,4.93,Entire guest suite,98.00,2.00,1.00,1.00
LA,Sexy Artist Loft Near Hollywood,Glendale,4.89,Entire loft,127.00,4.00,1.00,1.00
LA,Modern Hollywood Hills Home Pool Lake & Sign Views,Hollywood Hills,4.89,Entire house,790.00,10.00,10.00,2.50
LA,"Stylish Craftsman Minutes to Downtown, Beach & Parks",Long Beach,4.78,Entire apartment,119.00,4.00,2.00,1.00
LA,*HUGE & FUN LOFT* with pool table in Los Angeles.,Downtown,4.67,Entire apartment,121.00,10.00,5.00,1.00
LA,Beautiful Venice Beach Home Oasis,Venice,4.88,Entire guest suite,125.00,3.00,2.00,1.00
LA,Tiny home Loft in Marina Del Rey/Silicon Beach,Del Rey,4.94,Entire guest suite,92.00,3.00,2.00,1.00
LA,Cozy Hollywood Pad on Sunset,Hollywood,4.64,Entire apartment,50.00,2.00,1.00,1.00
LA,Hobbit House in Artistic Oasis near Venice and LAX,Del Rey,4.81,Private room,60.00,3.00,2.00,1.00
LA,Modern Guest Suite in Trendy Highland Park,Highland Park,4.91,Private room,83.00,3.00,2.00,1.00
LA,Hollywood Hills City-View Studio Loft,Hollywood,4.77,Entire loft,134.00,2.00,1.00,1.00
LA,Newly Renovated 1 Bdrm DTLA Loft | Rooftop Pool!,Skid Row,4.78,Entire loft,120.00,3.00,1.00,1.00
LA,Bohemian Style 1 Bdrm DTLA Loft | Rooftop Pool!,Downtown,4.84,Entire loft,118.00,3.00,1.00,1.00
LA,Wise Traveler!! Safety & Health Our Top Priority!!,Echo Park,4.87,Entire house,79.00,4.00,3.00,1.00
LA,Retro Silver Lake Studio with a Solar-Heated Pool,Silver Lake,4.92,Entire guesthouse,126.00,3.00,1.00,1.00
LA,Hyde Suites at Lincoln,Long Beach,4.85,Entire guest suite,65.00,3.00,2.00,1.00
LA,Drive to Venice Beach from a Historic Los Angeles District,Mid-City,4.99,Private room,75.00,2.00,1.00,1.00
LA,Peace full,Long Beach,4.85,Private room,50.00,2.00,1.00,1.00
LA,Terrific Fully Furnished Hollywood Studio,Hollywood,4.85,Entire apartment,75.00,3.00,1.00,1.00
LA,FANCY STUDIO BY LARCHMONT VILLAGE AND HOLLYWOOD,Hollywood,4.19,Entire apartment,66.00,2.00,1.00,1.00
LA,"2 Bedrooms + Free 2 Car Parkings, Hollywood",Hollywood,4.61,Entire guest suite,95.00,4.00,2.00,1.00
LA,Silverlake Studio with a View + Parking,Silver Lake,4.98,Entire apartment,85.00,2.00,1.00,1.00
LA,Hear Waves Crash! StudioSteps2Bch!Amazon Firestick,San Pedro,4.64,Entire apartment,180.00,3.00,0.00,1.00
LA,Private Suite in  Luxury Home near LAX,Westchester/Playa Del Rey,4.81,Entire apartment,123.00,2.00,1.00,1.00
LA,"Casa de Luna, Inglewood, CA",South LA,4.67,Entire guest suite,75.00,2.00,1.00,1.00
LA,Explore Downtown Los Angeles from Artsy Apartment,Westlake,4.70,Entire apartment,107.00,2.00,1.00,1.00
LA,theLoisVuitton-Efficiency Studio By Hollywood,Glendale,4.19,Entire apartment,49.00,2.00,1.00,1.00
LA,Cozy & Modern DTLA 1BD/1BA Loft + Parking,Westlake,4.81,Entire loft,125.00,3.00,2.00,1.00
LA,Luxurious Malibu Home with Amazing Views!,Malibu,4.54,Entire house,1081.00,10.00,4.00,3.50
LA,Bright Studio with Panoramic Views in Silver Lake,Silver Lake,4.95,Entire guest suite,225.00,2.00,1.00,1.00
LA,Ocean View Malibu Getaway,Malibu,4.81,Entire house,750.00,6.00,3.00,2.00
LA,HOLLYWOOD HILLS SKYLINE VIEW STUDIO,Hollywood Hills,4.58,Entire guest suite,162.00,2.00,2.00,1.00
LA,Hollywood Vintage 4 - CC Bed and Breakfast,Hollywood Hills,4.35,Entire guest suite,89.00,4.00,2.00,1.00
LA,"Lush, Airy Loft Steps from the Walk of Fame",Hollywood,4.92,Entire townhouse,122.00,2.00,1.00,1.00
LA,"Stay in a Comfy, Hip-Recently Remodeled Spanish-style Casita",Mid-Wilshire,4.87,Entire house,108.00,3.00,1.00,1.00
LA,AMAZING!HOLLYWOOD LOFT Steps from WALK of FAME,Hollywood,4.68,Entire loft,163.00,5.00,3.00,1.00
LA,Large Architectural Hollywood Studio W/Parking,Hollywood,4.95,Entire apartment,169.00,2.00,1.00,1.00
LA,Charming Condo Downtown Long Beach,Long Beach,4.43,Entire condominium,82.00,3.00,1.00,1.00
LA,Room with Own Bath by Beach & Wholefoods,Redondo Beach,4.97,Private room,60.00,2.00,1.00,1.00
LA,Guest house Villa/Vine-covered  - LA walk to beach,El Segundo,4.82,Entire guesthouse,97.00,4.00,2.00,1.00
LA, 16th Floor Modern Loft w/ Panoramic City Views,Downtown,4.76,Entire loft,167.00,4.00,2.00,1.00
LA,Modern Studio Apartment,Highland Park,4.93,Entire loft,86.00,2.00,1.00,1.00
LA,Spacious Hollywood Home with Private Yard,Hollywood,4.83,Entire house,115.00,6.00,2.00,1.00
LA,**Home for the Whole Family 20 mins to Disneyland,Long Beach,4.65,Entire house,115.00,10.00,5.00,2.00
LA,Take a Scenic Drive to the Beach from a Unique Retreat,Topanga,4.99,Entire house,205.00,4.00,2.00,1.00
LA,Detached Aunt  house  8 min to Redondo  beach,Torrance,4.85,Entire guesthouse,75.00,2.00,1.00,1.50
LA,Classic East LA 2bd Villa,East Los Angeles,3.94,Entire house,90.00,6.00,3.00,1.00
LA,Bright Private Guest Home in the Heart of LA,South LA,4.88,Entire guesthouse,81.00,2.00,5.00,1.00
LA,Relax in a Contemporary Home in the Heart of Busy LA,Mid-Wilshire,4.93,Entire apartment,190.00,5.00,3.00,2.00
LA,Stunning Spanish Villa/Duplex in Hollywood Hills,Hollywood Hills,4.89,Entire villa,195.00,3.00,2.00,1.00
LA,Stand Alone Studio Cottage Retreat,Carson,4.93,Entire guesthouse,66.00,2.00,0.00,1.00
LA,Prime Location Hollywood Hills Stunning Views,Studio City,4.64,Private room,88.00,2.00,1.00,1.00
LA,Fab. Celebrity Area Guesthouse with Amazing Views and Pool,Bel Air/Beverly Crest,4.87,Entire bungalow,151.00,2.00,3.00,1.00
LA,Renovated+Modern | Ace Location | Walk 2 Beach,Long Beach,4.96,Entire house,101.00,4.00,1.00,1.00
LA,MODERN BRAND NEW 1BDR IN HOLLYWOOD,Hollywood,4.39,Entire apartment,130.00,2.00,0.00,1.50
LA,Luxury High Rise DTLA 5-Star Suite + Pool!,Westlake,4.54,Entire apartment,194.00,7.00,5.00,2.00
LA,Beautiful CLEAN 2 bedroom HOUSE near LAX & Beaches,Hawthorne,4.90,Entire house,109.00,5.00,3.00,1.00
LA,POPULAR CHIC CONDO+PARKING DTLA/ARTDIST/LILTOKYO,Boyle Heights,4.84,Entire guest suite,38.00,1.00,1.00,1.00
LA,"Lush, Airy Loft Steps from the Walk of Fame",Hollywood,4.92,Entire townhouse,124.00,2.00,1.00,1.00
LA,Beautiful Spanish Studio - Hollywood,Hollywood Hills,4.86,Entire guest suite,83.00,2.00,1.00,1.00
LA,*New Listing* Private GuestHouse with Kitchen&Bath,Long Beach,4.80,Entire guesthouse,110.00,4.00,2.00,1.00
LA,Sink into the Golden Four-Poster at a Rooftop King Haven,Long Beach,4.74,Entire guest suite,106.00,2.00,1.00,1.00
LA,Stroll Along the Boardwalk from a Boho Beach Cottage,Venice,4.91,Entire guesthouse,110.00,2.00,1.00,1.00
LA,"Unwind at a Tranquil, Quiet Home",Canoga Park,4.90,Private room,85.00,4.00,1.00,1.50
LA,Spacious clean quiet gated parking car rental opt,Van Nuys,4.75,Entire house,136.00,5.00,4.00,1.00
LA,"Quaint beach village, ocean breezes",San Pedro,4.70,Entire house,168.00,6.00,4.00,1.00
LA,Take in Mountain Views from a Tropical Hideaway,Silver Lake,4.89,Entire house,107.00,4.00,2.00,1.00
LA,STUDIO 24 ~ Upstairs Koreatown Motel ~FREE PARKING,Mid-Wilshire,4.66,Apartment room,69.00,2.00,1.00,1.00
LA,TenTen Wilshire Official - Deluxe,Westlake,4.93,Entire apartment,178.00,2.00,1.00,1.00
LA,Private room in West Hollywood.,West Hollywood,4.78,Private room,75.00,2.00,1.00,2.00
LA,STUDIO 25 ~Upstair Motel Ktown by Wiltern & Subway,Mid-Wilshire,4.66,Apartment room,69.00,2.00,1.00,1.00
LA," fast wifi, 49"" TV, 4K Netflix, Nespresso ",Canoga Park,4.85,Private room,32.00,2.00,1.00,1.00
LA,Guesthouse near LAX & Long Beach Airports,Carson,4.57,Entire house,57.00,2.00,1.00,1.00
LA,Cozy quiet barn in LA,Lincoln Heights,4.65,Barn,58.00,2.00,1.00,1.00
LA,Echo Park Retreat with Views,Echo Park,4.93,Entire guest suite,93.00,2.00,1.00,1.00
LA,Beautiful CLEAN 2 bedroom HOUSE near LAX & Beaches,Hawthorne,4.90,Entire house,109.00,5.00,3.00,1.00
LA,Private Room in an Elegant French Gothic Home,Mid-Wilshire,4.85,Private room,79.00,2.00,1.00,1.00
LA,Private Studio next to Restaurants & Universal,North Hollywood,4.89,Entire apartment,70.00,4.00,1.00,1.00
LA,Newly Renovated 1 Bdrm DTLA Loft | Rooftop Pool!,Skid Row,4.78,Entire loft,126.00,3.00,1.00,1.00
LA,Centrally-Located Long Beach Guesthouse,Signal Hill,4.88,Entire guesthouse,115.00,2.00,1.00,1.00
LA,"Venice-Mar Vista""Small Sleepover Place""NO BATHROOM",Mar Vista,4.39,Entire apartment,28.00,2.00,1.00,0.00
LA,Super clean Luxury loft in the heart of LA,Downtown,4.81,Entire loft,134.00,3.00,1.00,1.50
LA,Private Malibu Getaway with White Water Ocean Views,Malibu,4.91,Entire guest suite,291.00,4.00,1.00,1.00
LA,Splendid  pr/room Silver Lake/Atwater village,Atwater Village,4.77,Private room,52.00,2.00,1.00,1.00
LA,Private and Cozy Studio 4 miles from LAX,Inglewood,4.96,Entire guest suite,70.00,2.00,1.00,1.00
LA,Renovated+Modern | Ace Location | Walk 2 Beach,Long Beach,4.96,Entire house,101.00,4.00,1.00,1.00
LA,Private Studio near Beverly Hills,Mid-Wilshire,4.93,Entire guest suite,106.00,2.00,1.00,1.00
LA,Take in Mountain Views from a Tropical Hideaway,Silver Lake,4.89,Entire house,107.00,4.00,2.00,1.00
LA,Hollywood Hills Loft Guest House,Hollywood Hills,4.92,Entire house,123.00,4.00,3.00,1.00
LA,Luxury High Rise DTLA 5-Star Suite + Pool!,Westlake,4.54,Entire apartment,194.00,7.00,5.00,2.00
LA,New designer studio in Weho's best location,West Hollywood,4.97,Entire guesthouse,143.00,2.00,1.00,1.00
LA,The Tiki Hut Studio,North Hollywood,4.57,Entire guest suite,66.00,4.00,2.00,1.00
LA,Modern and Cozy Studio,Long Beach,4.95,Tiny house,59.00,3.00,2.00,1.00
LA,"Stylish Apt Near Beach, Sony Studios, Nfl Network & Parking",Palms,4.85,Entire apartment,148.00,3.00,1.00,1.00
LA,***Outstanding place  SilverLake/LosFeliz/Glendale,Atwater Village,4.75,Entire guesthouse,96.00,6.00,2.00,1.00
LA,"Quaint beach village, ocean breezes",San Pedro,4.70,Entire house,168.00,6.00,4.00,1.00
LA,1BDR IN HOLLYWOOD WITH 2 QUEEN BEDS AND BALCONY,Hollywood,4.42,Entire apartment,112.00,4.00,2.00,1.00
LA,Private 2BR Guest Suite/Artist Studio,Hollywood Hills,4.96,Entire guesthouse,121.00,6.00,2.00,1.00
LA,Private Lux Pool House View Walk to Beverly Hills,South Robertson,4.47,Entire guesthouse,140.00,2.00,1.00,1.00
LA,Hillside getaway,Mount Washington,4.86,Private room,30.00,2.00,1.00,1.00
LA,Serene Remodeled 1930s Home in Classic Long Beach Setting,Signal Hill,4.79,Entire house,144.00,4.00,2.00,1.00
LA,Charming Poolside Guest House,Burbank,4.95,Entire apartment,89.00,4.00,2.00,1.00
LA,ROMANTIC OCEAN-FRONT GETAWAY,Malibu,4.90,Entire apartment,650.00,2.00,1.00,1.00
LA,Newly Renovated Studio/Guest House,Glendale,4.91,Entire guesthouse,74.00,2.00,1.00,1.00
LA,THE HIDDEN LADY,Topanga,4.82,Entire apartment,180.00,2.00,1.00,1.00
LA,Venice Beach * Guesthouse * Recently Renovated,Venice,4.75,Entire guesthouse,122.00,2.00,0.00,1.00
LA,Malibu Beachfront Luxury Condo | 4 ppl,Malibu,4.09,Entire house,459.00,4.00,2.00,1.00
LA,Charming Poolside Guest House,Burbank,4.95,Entire apartment,88.00,4.00,2.00,1.00
